ZAAKNAAM,ADRES,OPENINGSTIJDEN_ZO_DO_VAN,OPENINGSTIJDEN_ZO_DO_TOT,OPENINGSTIJDEN_VR_ZA_VAN,OPENINGSTIJDEN_VR_ZA_TOT,LOCATIE_WKT
S.R. Horeca B.V.,Damstraat 26-H,07:00,01:00,07:00,03:00,POINT (4.89496998689473 52.3720608394032)
Beurs van Berlage Exploitatie B.V.,Damrak 277,09:00,04:00,09:00,05:00,POINT (4.8955276717551 52.374741445543)
Stichting Regionaal Opleidingen Centrum,Da Costastraat 60,07:00,01:00,07:00,03:00,POINT (4.87417302196501 52.3686292928628)
De Nieuwe Liefde,Da Costakade 102,07:00,01:00,07:00,03:00,POINT (4.87159008582345 52.3697864731133)
Indian Restaurant Gandhi,Damrak 54,07:00,01:00,07:00,03:00,POINT (4.89515449277743 52.3752881381764)
Buurthuis Anansi,Daalwijkdreef 11,07:00,01:00,07:00,03:00,POINT (4.94976415135761 52.3205251425684)
Febo Boulevard,Arena boulevard 5,07:00,01:00,07:00,03:00,POINT (4.94065237127834 52.3135796304347)
Café Vak West,Balboastraat 7-1,07:00,01:00,07:00,03:00,POINT (4.85463999270366 52.3690284892704)
EetCafé Ouzeri I Kriti,Balthasar Floriszstraat 3-H,07:00,01:00,07:00,03:00,POINT (4.88361433194399 52.3530673108338)
Slowth Brunch,Baarsstraat 3-H,07:00,01:00,07:00,00:00,POINT (4.85440526473285 52.3506477647296)
Szmulewicz V.O.F.,Bakkersstraat 12,07:00,01:00,07:00,03:00,POINT (4.89721590099652 52.3668034294367)
Valerius eten & drinken,Banstraat 14-H,07:00,01:00,07:00,03:00,POINT (4.87351681619501 52.355540510779)
Eetcafé Worst,Barentszstraat 171,07:00,01:00,07:00,03:00,POINT (4.88770382336721 52.3888191838825)
restaurant Marius,Barentszstraat 173,07:00,01:00,07:00,03:00,POINT (4.88746930773907 52.3887732582575)
Gauchos Franchise Beethovenstraat,Beethovenstraat 55-H,07:00,01:00,07:00,03:00,POINT (4.87731867859201 52.3478545373628)
PQNL Beethoven/Le Pain Quotidien,Beethovenstraat 56-H,07:00,01:00,07:00,03:00,POINT (4.87685786264462 52.348364848657)
Coffeeshop Baba,Barentszstraat 130,07:00,01:00,07:00,01:00,POINT (4.88759736037681 52.3891422863341)
Delicatesse Het Plein,Barentszstraat 240,07:00,01:00,07:00,03:00,POINT (4.88635184174754 52.3888674068862)
Stichting Meevaart Ontwikkelgroep,Balistraat 48A,07:00,01:00,07:00,03:00,POINT (4.93390135773567 52.3630218260196)
De Kroeg,Bartholomeus Diazstraat 34-H,07:00,01:00,07:00,03:00,POINT (4.85358459869231 52.3701022548302)
Simol Amsterdamse Kantine,Bauduinlaan 35,07:00,01:00,07:00,03:00,POINT (4.74634842920416 52.3998235182874)
Stichting Friendship Sports Centre,Beemsterstraat 652,07:00,01:00,07:00,03:00,POINT (4.95985148062031 52.4002456020413)
New China City II Restaurant,Beethovenstraat 51,07:00,01:00,07:00,03:00,POINT (4.87731702904114 52.347998332297)
Stichting Bijlmer Parktheater,Anton de Komplein 240,07:00,01:00,07:00,03:00,POINT (4.96030740489128 52.3146497371872)
Hilton International Nederland B.V,Apollolaan 138,07:00,01:00,07:00,03:00,POINT (4.87202325898859 52.3514266875172)
Optisport Amsterdam Zuid-Oost B.V.,Anton de Komplein 157,07:00,01:00,07:00,03:00,POINT (4.95763239287251 52.3152692009716)
Horeca Apollohal,Apollolaan 4,07:00,01:00,07:00,03:00,POINT (4.88444884457289 52.3480647511424)
De Arabier,Andreas Bonnstraat 36-H,07:00,01:00,07:00,03:00,POINT (4.91381345143744 52.3592943480745)
Aquarius,Anton Schleperspad 10,07:00,01:00,07:00,03:00,POINT (4.81462956643507 52.3347787948906)
Sport vereniging AGT,Antony Moddermanstraat 2,07:00,01:00,07:00,03:00,POINT (4.81732072536496 52.3835137605216)
Café Restaurant Pyramide I,Beukenweg 8-H,07:00,01:00,07:00,03:00,POINT (4.91750090855511 52.3576373280949)
Rotisserie Beukenplein B.V.,Beukenplein 17-H,07:00,01:00,07:00,03:00,POINT (4.91845985272631 52.3571827577317)
Frisco Inn,Beursstraat 5,07:00,01:00,07:00,03:00,POINT (4.89722697444492 52.3751169699469)
Mama Dough,Beukenplein 19-4,07:00,01:00,07:00,03:00,POINT (4.91850436207614 52.35713799584)
Restaurant Beulings,Beulingstraat 9-H,07:00,01:00,07:00,03:00,POINT (4.88771796461231 52.3679771147553)
Toos en Roos,Berenstraat 28,07:00,03:00,07:00,04:00,POINT (4.88331440285196 52.3704570255202)
Gardasim Bidene,Bernard Loderstraat 57-H,07:00,01:00,07:00,03:00,POINT (4.81763505099208 52.3807650692719)
Beurs van Berlage Café,Beursplein 1,07:00,01:00,07:00,03:00,POINT (4.89549989537913 52.3745975294846)
Bistro Berlage,Beursplein 5,07:00,01:00,07:00,03:00,POINT (4.89597217414997 52.3743837858681)
Cut Throat Barber,Beursplein 5,07:00,01:00,07:00,03:00,POINT (4.89597217414997 52.3743837858681)
Heffer,Beursstraat 1,07:00,01:00,07:00,03:00,POINT (4.89734365605112 52.3751893525042)
Pluk Amsterdam,Berenstraat 19,07:00,01:00,07:00,03:00,POINT (4.88350660370389 52.3703410038216)
Libertine Comptoir de Cuisine,Berenstraat 20-H,07:00,01:00,07:00,03:00,POINT (4.88351996158979 52.370457898999)
Pancakes! Amsterdam,Berenstraat 38,07:00,03:00,07:00,04:00,POINT (4.88324088705156 52.370465700615)
Jacobs Douwe Egberts Coffeecompany B.V.,Berenstraat 6-H,07:00,03:00,07:00,04:00,POINT (4.8840046965638 52.370441982227)
Thai Fusion,Berenstraat 8-H,07:00,01:00,07:00,03:00,POINT (4.88394586368723 52.3704507200766)
Coffee Bru,Beukenplein 14-H,07:00,01:00,07:00,03:00,POINT (4.91771248653634 52.3570629611254)
Slagerij Meester V.O.F.,Bijlmerplein 87,07:00,01:00,07:00,03:00,POINT (4.95052256087825 52.3134906062102)
't Zwaantje,Berenstraat 12,07:00,01:00,07:00,03:00,POINT (4.8838137187976 52.3704501590697)
Riaz,Bilderdijkstraat 193-H,07:00,01:00,07:00,03:00,POINT (4.87290419665669 52.3666195641958)
PIFF,Bilderdijkstraat 36,07:00,01:00,07:00,03:00,POINT (4.87040998653234 52.3715159376553)
Snackbar Ganzenpoort,Bijlmerdreef 1286B,07:00,01:00,07:00,03:00,POINT (4.97282945409524 52.3227201748821)
Chinees Restaurant Kam Ma B.V.,Bijlmerdreef 1288A,07:00,01:00,07:00,03:00,POINT (4.97291712222404 52.3227564320766)
Delifrance Amsterdamse Poort,Bijlmerplein 561B,07:00,01:00,07:00,03:00,POINT (4.95454338848845 52.3147186973516)
Asian Fantasy,Bijlmerplein 561C,07:00,01:00,07:00,03:00,POINT (4.95455805299433 52.3147187509215)
Koffiehuis Beans,Bijlmerplein 156,07:00,01:00,07:00,03:00,POINT (4.95226240426259 52.3140272804911)
Café Oranje,Bilderdijkstraat 216-H,14:00,01:00,14:00,03:00,POINT (4.872899503613 52.3657567354387)
Miss Saigon Vietnamese Cuisine,Bilderdijkstraat 208-H,07:00,01:00,07:00,03:00,POINT (4.8728095433241 52.3659181217241)
Lucky King en Hong,Bijlmerplein 561D,07:00,01:00,07:00,03:00,POINT (4.95458746940813 52.3147098707161)
King Doner Amsterdamse Poort,Bijlmerplein 561E,07:00,01:00,07:00,03:00,POINT (4.95458729460424 52.3147278453961)
Meatless District,Bilderdijkstraat 65-1,07:00,01:00,07:00,03:00,POINT (4.87072068212061 52.3700523162849)
Lunchroom Meneer en Mevrouw Keus,Bilderdijkstraat 140-H,07:00,01:00,07:00,03:00,POINT (4.87146621653729 52.3678086662346)
Ocean Beach B.V.,Bilderdijkstraat 141-H,07:00,01:00,07:00,03:00,POINT (4.87159032111316 52.3685012499943)
New Kam Yin,Bijlmerplein 525,07:00,01:00,07:00,03:00,POINT (4.95504861378042 52.315547406457)
Coffee Fellows Amsterdam I,Bijlmerplein 508,07:00,01:00,07:00,03:00,POINT (4.95399861377874 52.3149413974664)
SpoT520 Eet cafe,Bijlmerplein 520,07:00,01:00,07:00,03:00,POINT (4.95468330507404 52.315411258097)
Café Duzz Dat,Bilderdijkstraat 151-H,07:00,01:00,07:00,03:00,POINT (4.87176942616237 52.3682503764784)
Huis van de Wijk De Banne,Bezaanjachtplein 243,07:00,01:00,07:00,03:00,POINT (4.91694164638246 52.4076956145698)
MASTINO V,Bilderdijkstraat 192-H,07:00,01:00,07:00,03:00,POINT (4.87236212763015 52.3665183479212)
Dubai Lounge  Café,Bilderdijkstraat 29-H,07:00,01:00,07:00,03:00,POINT (4.87091077865622 52.3713833058233)
L'Invité,Bloemgracht 47,07:00,01:00,07:00,03:00,POINT (4.88147480771583 52.3746913245273)
Mono,Bilderdijkstraat 15-H,07:00,01:00,07:00,03:00,POINT (4.87128554399662 52.3719871047658)
Speciaal Thais Eethuis O-Cha,Binnen Bantammerstraat 1-H,07:00,03:00,07:00,04:00,POINT (4.90190926271904 52.3739768335359)
De Oranjerie,Binnen Oranjestraat 15-H,07:00,01:00,07:00,03:00,POINT (4.88687039659098 52.3819581819771)
La Cubanita Amsterdam,Binnen Bantammerstraat 9A,07:00,01:00,07:00,03:00,POINT (4.90220402156914 52.3738791766084)
Looks,Binnen Bantammerstraat 7-H,07:00,01:00,07:00,03:00,POINT (4.9021157216606 52.3738967904682)
't Geveltje,Bloemgracht 170-H,09:00,03:00,09:00,04:00,POINT (4.87770685633341 52.3741629017571)
Chinees Indisch Restaurant Pagode,Bilderdijkstraat 74-H,07:00,01:00,07:00,03:00,POINT (4.87019357265955 52.3699241927315)
Toki,Binnen Dommersstraat 15,07:00,01:00,07:00,03:00,POINT (4.88550856999697 52.3828961199639)
Gallery  3,Bilderdijkstraat 175-H,07:00,01:00,07:00,03:00,POINT (4.87256162922282 52.3670404941414)
Captein & Co,Binnen Bantammerstraat 27,07:00,01:00,07:00,03:00,POINT (4.90275017001903 52.3736207704883)
A.S.V. Bilderdijkpark,Bilderdijkpark 10,07:00,01:00,07:00,03:00,POINT (4.8688814769466 52.3716350913681)
Bentinck Bistro,Bentinckstraat 32-3,07:00,01:00,07:00,03:00,POINT (4.87392545375852 52.383700365496)
CityHub BV,Bellamystraat 1A-H,07:00,01:00,07:00,03:00,POINT (4.86714127458887 52.3672595053866)
Bella Storia,Bentinckstraat 28-H,07:00,01:00,07:00,03:00,POINT (4.87408638898048 52.3837549872494)
De Pilsener Club,Begijnensteeg 4A,07:00,01:00,07:00,03:00,POINT (4.89079878467969 52.3695179419356)
Tomaz,Begijnensteeg 8A,07:00,01:00,07:00,03:00,POINT (4.89065226138105 52.3694903656237)
Ehaab B.V. Febo,Bos en Lommerplein 200,07:00,01:00,07:00,03:00,POINT (4.84558685715712 52.3781458295271)
Havenstad,Borneolaan 515,07:00,01:00,07:00,03:00,POINT (4.94020413498594 52.3713143052104)
@ The Park,Bos en Lommerweg 9-H,07:00,01:00,07:00,03:00,POINT (4.85631634475988 52.38479122257)
Eethuis/Grillroom Biladie,Borgerstraat 189-H,07:00,01:00,07:00,03:00,POINT (4.86272975752263 52.3641034008094)
restaurant Meram,Bos en Lommerplein 71,07:00,01:00,07:00,03:00,POINT (4.84679563969413 52.3777738663427)
De Klinker,Borgerstraat 45,07:00,01:00,07:00,03:00,POINT (4.86776602707252 52.3653119372165)
Restaurant Teds All day Brunch,Bosboom Toussaintstraat 60-H,07:00,01:00,07:00,03:00,POINT (4.87475472537413 52.3652974147899)
Risky Business,Bos en Lommerweg 163A,07:00,01:00,07:00,01:00,POINT (4.85539282813569 52.3809583843733)
"""Brink"" Snacks",Brink 28,07:00,01:00,07:00,03:00,POINT (4.94279241221314 52.3401012117379)
Steakhouse Pizzeria Bos en Lommer v.o.f.,Bos en Lommerweg 127,07:00,01:00,07:00,03:00,POINT (4.85598808104003 52.3815362564488)
Dar Dyafa,Bos en Lommerweg 363,07:00,01:00,07:00,03:00,POINT (4.84074006893365 52.3781775180496)
Kebab Plaza,Bos en Lommerweg 244,07:00,01:00,07:00,03:00,POINT (4.84784390886296 52.3785246078406)
Bagels & Beans,Bos en Lommerweg 333,07:00,01:00,07:00,03:00,POINT (4.84827425599152 52.3781580739402)
                         Stichting Koryo,EGoli 9,07:00,01:00,07:00,03:00,POINT (4.95964927969176 52.3236170345842)
Café Sonneveld,Egelantiersgracht 72A,07:00,01:00,07:00,03:00,POINT (4.88224935987326 52.3763123865797)
De Jordaan,Elandsgracht 45,07:00,01:00,07:00,03:00,POINT (4.88091708321927 52.3695121046405)
Johnny,Elandsgracht 3-H,07:00,01:00,07:00,01:00,POINT (4.88210196744498 52.3699036243538)
Burgermeester B.V.,Elandsgracht 130-H,07:00,01:00,07:00,03:00,POINT (4.87882119622416 52.3691795830448)
Entrepot,Entrepotdok 7,07:00,01:00,07:00,03:00,POINT (4.91191174352794 52.3696494042676)
Thais Eethuis Siriphon,Eerste Jacob van Campenstraat 47-H,07:00,01:00,07:00,03:00,POINT (4.88987597399384 52.3575156504684)
Koffiehuis Gijsbrecht,Eerste Helmersstraat 174-H,07:00,01:00,07:00,03:00,POINT (4.86533423344994 52.3611040485052)
Ethiopisch Café Restaurant Walia Ibex,Eerste Jacob van Campenstraat 41-H,07:00,01:00,07:00,03:00,POINT (4.88968505279384 52.35752383686)
Locals Coffee BV,Eerste Jacob van Campenstraat 27-H,07:00,01:00,07:00,03:00,POINT (4.88903879544466 52.3575570729349)
Poolcentrum de Keu,Eerste Helmersstraat 7A,07:00,01:00,07:00,03:00,POINT (4.87782270773623 52.3640613622096)
Bosco,Eerste Constantijn Huygensstraat 7-H,07:00,01:00,07:00,03:00,POINT (4.87388968594766 52.3651948088936)
Café Zouk,Eerste Constantijn Huygensstraat 45-H,07:00,01:00,07:00,03:00,POINT (4.87481545692557 52.3638506752971)
Burgerlijk Amsterdams,Eerste Constantijn Huygensstraat 63-H,07:00,01:00,07:00,03:00,POINT (4.87521846074754 52.3632772105937)
Lalibela,Eerste Helmersstraat 249-H,07:00,01:00,07:00,03:00,POINT (4.86554164778351 52.3609431845618)
FIKO,Eerste Constantijn Huygensstraat 60,07:00,01:00,07:00,03:00,POINT (4.87410881756472 52.3640183831766)
La Roma II V.O.F.,Eerste Constantijn Huygensstraat 41-H,07:00,01:00,07:00,03:00,POINT (4.87463628316801 52.3641105408848)
ZuyderZiel,Durgerdammerdijk 73,07:00,01:00,07:00,03:00,POINT (4.98863454883186 52.3774547398275)
Efe Bar,Eerste Atjehstraat 106A,07:00,01:00,07:00,03:00,POINT (4.93647535235072 52.3625463135897)
Guzel Ankara,Eerste Atjehstraat 112-H,07:00,01:00,07:00,03:00,POINT (4.93671041857854 52.362529232104)
Marhaba Oost,Eerste Oosterparkstraat 123,07:00,01:00,07:00,03:00,POINT (4.91187346510079 52.3567610732766)
Drovers Dog,Eerste Atjehstraat 62,07:00,01:00,07:00,03:00,POINT (4.93486080000492 52.3625132004041)
Café Five Stars,Eerste Oosterparkstraat 49-H,07:00,01:00,07:00,03:00,POINT (4.90885757389008 52.3560209454707)
Coffeeshop De Supermarkt,Frederik Hendrikstraat 69-H,07:00,01:00,07:00,01:00,POINT (4.87376722256951 52.3757906317855)
Lafayette B.V. / Ginger,Ferdinand Bolstraat 13-H,07:00,01:00,07:00,03:00,POINT (4.89075385436286 52.3564587939916)
Coffeeshop Hugo de Groot,Frederik Hendrikstraat 123-H,07:00,01:00,07:00,01:00,POINT (4.8725840245138 52.3739790012863)
Afc Taba,Fizeaustraat 10,07:00,01:00,07:00,03:00,POINT (4.92907422565263 52.3428081623554)
M & M Plaza BV,Floraweg 198,09:00,03:00,09:00,04:00,POINT (4.90955866389821 52.4000357474681)
Friet van Oost,Fizeaustraat 15,07:00,01:00,07:00,03:00,POINT (4.92745601339741 52.3446173917388)
Frederix,Frederiksplein 29-H,07:00,01:00,07:00,03:00,POINT (4.90060877155653 52.3613259955831)
Restaurant de Waaghals,Frans Halsstraat 29-H,07:00,01:00,07:00,03:00,POINT (4.88898471671528 52.3571434161216)
Flevor,Flevopark 15,07:00,01:00,07:00,03:00,POINT (4.94889405803634 52.36267377513)
Dinamico B.V.,Geelvinckssteeg 4-H,07:00,01:00,07:00,03:00,POINT (4.89150737528819 52.3665460204458)
restaurant Jun,Frederik Hendrikstraat 98-H,07:00,01:00,07:00,03:00,POINT (4.87325232869362 52.3758692891327)
"Pizzeria-Hotel ""Doria"" Exploitatie B.V.",Damstraat 3,07:00,01:00,07:00,03:00,POINT (4.8944817485388 52.3723913510605)
Iris,Czaar Peterstraat 1,07:00,03:00,07:00,04:00,POINT (4.92565834578857 52.3679331733089)
Brasserie Van Dam B.V.,Cornelis Schuytstraat 8,07:00,01:00,07:00,03:00,POINT (4.8707409326808 52.3556812377218)
Asiadam,Damstraat 1A,07:00,01:00,07:00,03:00,POINT (4.89423123254284 52.372471197715)
Oaks,Dapperplein 36,07:00,01:00,07:00,03:00,POINT (4.92730364893764 52.3621785427252)
Mc Donalds,Damrak 8-H,07:00,03:00,07:00,04:00,POINT (4.89767735755117 52.3768893776695)
Grillroom Shoarma Mesut,De Clercqstraat 59-H,07:00,01:00,07:00,03:00,POINT (4.86964204522598 52.370631805182)
De Nieuwe Stek,Dapperstraat 92D,07:00,01:00,07:00,03:00,POINT (4.92828441971439 52.3610319355433)
Manneken Pis,Damrak 41,07:00,03:00,07:00,04:00,POINT (4.89613317905798 52.3757595484384)
Oké,Dapperstraat 4-H,07:00,01:00,07:00,03:00,POINT (4.92583429092952 52.3651297407332)
Restaurant Los Toros,Damrak 9,07:00,01:00,07:00,03:00,POINT (4.8976191132813 52.3768441994433)
Bon Apetit,Damrak 11-H,07:00,01:00,07:00,03:00,POINT (4.89754638243106 52.3767809862658)
De Markies,Damrak 47,07:00,01:00,07:00,03:00,POINT (4.89575466296161 52.3754613908933)
Gouden Kom V.O.F.,Daguerrestraat 51,07:00,01:00,07:00,03:00,POINT (4.99111322537928 52.3580589922006)
Cau Restaurant,Damstraat 5,07:00,01:00,07:00,03:00,POINT (4.89461439774322 52.3723469644644)
Krasnapolsky,Dam 9,07:00,01:00,07:00,03:00,POINT (4.89438995835722 52.3727235092664)
Dam Steak House,Damstraat 38,07:00,01:00,07:00,03:00,POINT (4.89532368041418 52.3719454690609)
Eetcafé Karakter,De Clercqstraat 75-H,07:00,01:00,07:00,03:00,POINT (4.86898299692642 52.3704851250853)
restaurant To Ouzeri,De Clercqstraat 106-H,07:00,01:00,07:00,03:00,POINT (4.86654861078731 52.370222807278)
Café BaCo B.V.,De passage 118,07:00,01:00,07:00,03:00,POINT (4.93912476965812 52.3138255157652)
Jamaica Lounge,De Clercqstraat 117-H,07:00,01:00,07:00,03:00,POINT (4.86593636871846 52.3698426385764)
Cantina Vocaal,De Wittenstraat 43,07:00,01:00,07:00,03:00,POINT (4.87955155081041 52.3836436960914)
Restaurant Cantinetta,De Clercqstraat 105-H,07:00,01:00,07:00,03:00,POINT (4.86668370350278 52.3699717481548)
Fuoco Vivo B.V.,De Clercqstraat 12-H,07:00,01:00,07:00,03:00,POINT (4.87335848194279 52.3717714175468)
MANOTO,De Clercqstraat 18-H,07:00,01:00,07:00,03:00,POINT (4.87308033369177 52.3716983111383)
H. Burger,De Clercqstraat 128,07:00,01:00,07:00,03:00,POINT (4.86590362859483 52.3701300972794)
Desiree,De Rijpstraat 134,07:00,01:00,07:00,03:00,POINT (4.85853462542434 52.3773594312811)
Vereniging Zaal 100,De Wittenstraat 100A,09:00,04:00,09:00,05:00,POINT (4.87833828823035 52.3831351934811)
Second Cheech en Chong's,De Clercqstraat 30-H,09:00,01:00,09:00,01:00,POINT (4.87145446893749 52.3713497218407)
Loungebar & Restaurant Vanzz,De corridor 2,09:00,04:00,09:00,05:00,POINT (4.94500142237672 52.3112681416911)
Ristorante Pizzeria Giordano,De Wittenkade 91-H,07:00,01:00,07:00,03:00,POINT (4.87776395067241 52.383267540651)
Bagels & Beans,De Clercqstraat 22-H,07:00,22:00,07:00,22:00,POINT (4.87286050261122 52.3716614073776)
Hotel restaurant Larende,De Clercqstraat 115-H,07:00,01:00,07:00,03:00,POINT (4.86602446390773 52.3698430258681)
Boulevard,Cruquiusweg 3,07:00,01:00,07:00,03:00,POINT (4.93447564455372 52.3686142788215)
Joe & The Juice Netherlands B.V.,Cornelis Schuytstraat 50-H,07:00,01:00,07:00,03:00,POINT (4.87178641646459 52.3541309311772)
Made's Warung Bali Amsterdam,Cornelis Krusemanstraat 3,07:00,01:00,07:00,00:00,POINT (4.86374637624194 52.3513364964176)
Café Tjongejonge,Cornelis Troostplein 8-H,09:00,03:00,09:00,04:00,POINT (4.89097643388623 52.3509862743123)
Dinges,Cruquiusweg 9,07:00,01:00,07:00,03:00,POINT (4.93535676230325 52.368599665534)
The Good Life Troost B.V.,Cornelis Troostplein 3A,07:00,01:00,07:00,03:00,POINT (4.89176605160354 52.3512502184376)
Le Pain Quotidien/ PQNL de Pijp B.V.,Cornelis Troostplein 4-H,07:00,01:00,07:00,03:00,POINT (4.89110811978765 52.3510227760389)
Sushi Kings B.V.,Cornelis Krusemanstraat 53-H,07:00,01:00,07:00,03:00,POINT (4.86042494991125 52.3504679562219)
Plaza Primo,Dijkgraafplein 30,07:00,01:00,07:00,03:00,POINT (4.78648086945407 52.3560211671887)
Zohour Daily's Lunchroom,Derkinderenstraat 68,07:00,01:00,07:00,03:00,POINT (4.84071629653508 52.3622064460871)
Chinees Restaurant ''Royal City'',Dijkgraafplein 181,07:00,01:00,07:00,03:00,POINT (4.78682914271371 52.3552320166654)
EetCafé Tetouan,Dijkgraafplein 191,07:00,01:00,07:00,03:00,POINT (4.78624362065746 52.3551122101051)
Zanzi  Lounge,Dijkgraafplein 38,07:00,01:00,07:00,03:00,POINT (4.78639049421754 52.3561914748783)
Café De Ruimte,Distelweg 83,07:00,01:00,07:00,03:00,POINT (4.90560071348422 52.3924163193276)
Mangerie de Kersentuin,Dijsselhofplantsoen 7,07:00,01:00,07:00,03:00,POINT (4.87400759155715 52.3511746550673)
Mediamatic Eten,Dijksgracht 6,07:00,01:00,07:00,03:00,POINT (4.91315893139682 52.3766107598628)
Klimmuur Amsterdam B.V.,Dijksgracht 2,07:00,01:00,07:00,03:00,POINT (4.91169035015082 52.3766138665681)
NH Amsterdam Noord,Distelkade 21,07:00,01:00,07:00,03:00,POINT (4.91090662589149 52.3921771099718)
Horeca DW 10 B.V.,Donauweg 10,07:00,01:00,07:00,03:00,POINT (4.83717835070106 52.3942128389693)
"Hotel Café ""De Zwaan"";""Dorpsweg Ransdorp 70",Hotel,07:00,01:00,07:00,02:00,POINT (4.99432215266672 52.393570297486)
Lunchroom Molina,Dijkgraafplein 26,07:00,01:00,07:00,03:00,POINT (4.78652611754531 52.3559315197885)
Yasami Wok,Dijkgraafplein 28,07:00,01:00,07:00,03:00,POINT (4.78651083241853 52.3559763806787)
Drink & Eetgelegenheid Het Schoolhuis,Dorpsstraat Holysloot 38,07:00,01:00,07:00,03:00,POINT (5.0257767824143 52.4132629284766)
Time-Out SportCafé B.V.,Dokter Meurerlaan 7,07:00,01:00,07:00,03:00,POINT (4.80398415782388 52.3678554204783)
BGOOD,Eerste Constantijn Huygensstraat 21-H,07:00,01:00,07:00,03:00,POINT (4.87426221088044 52.364720079079)
Amsterdams Korfbalvereniging AW/DTV,Drie Burgpad 7,07:00,01:00,07:00,03:00,POINT (4.93337116573456 52.3401913277696)
De Meer (Tennis),Drie Burgpad 8,07:00,01:00,07:00,03:00,POINT (4.93201588400056 52.3392783800548)
De Meer (Voetbal),Drie Burgpad 9,07:00,01:00,07:00,03:00,POINT (4.93485888685413 52.3396307970328)
Locanda,Eerste Anjeliersdwarsstraat 6,07:00,01:00,07:00,03:00,POINT (4.88334520809847 52.3780965844396)
Trattoria Toto,Eerste Constantijn Huygensstraat 112-H,07:00,01:00,07:00,03:00,POINT (4.87540642766144 52.3622534365488)
Anmol,Eerste Constantijn Huygensstraat 115-H,07:00,01:00,07:00,03:00,POINT (4.87590689369093 52.3621387574549)
WIJKCENTRUM DE HAVELAAR,Douwes Dekkerstraat 2,07:00,01:00,07:00,03:00,POINT (4.86541571528976 52.3691662794709)
Koffiehuis To Day,Dusartstraat 14-H,07:00,01:00,07:00,03:00,POINT (4.88894642850957 52.3527033788607)
Fit,Drie Burgpad 3,07:00,01:00,07:00,03:00,POINT (4.93151354071724 52.3410470090734)
Jos-Watergraafsmeer,Drie Burgpad 3,07:00,01:00,07:00,03:00,POINT (4.93151354071724 52.3410470090734)
Christelijke Sportvereniging D.V.V.A.,Drie Burgpad 5,07:00,01:00,07:00,03:00,POINT (4.93234047876987 52.340537892515)
Kinnaree,Eerste Anjeliersdwarsstraat 14,07:00,01:00,07:00,03:00,POINT (4.88337529242267 52.3780337994011)
Jottum Taberna,Eerste Anjeliersdwarsstraat 17,07:00,01:00,07:00,03:00,POINT (4.88361005291098 52.3780527718038)
Shahjahan,Eerste Anjeliersdwarsstraat 18-H,07:00,01:00,07:00,03:00,POINT (4.88343484911048 52.3779621520214)
 Biophiliacs,Dusartstraat 22-H,07:00,01:00,07:00,03:00,POINT (4.88912849427597 52.3521738751429)
Argentijns Steak House El Ranchito,Frans Halsstraat 89-1,07:00,01:00,07:00,03:00,POINT (4.88862798593588 52.3549219785781)
Garage Noord,Gedempt Hamerkanaal 40,09:00,03:00,09:00,04:00,POINT (4.92572473182739 52.3855669700821)
Hamer,Gedempt Hamerkanaal 42,07:00,03:00,07:00,04:00,POINT (4.92560853738361 52.3854406926536)
Lastage,Geldersekade 29,07:00,01:00,07:00,03:00,POINT (4.90240711240786 52.3754528285206)
Le Restaurant Amsterdam,Frans Halsstraat 26-H,07:00,01:00,07:00,00:00,POINT (4.888772162651 52.3577716543814)
De Nieuwe Anita,Frederik Hendrikstraat 111A,07:00,01:00,07:00,03:00,POINT (4.87272826102523 52.3742043164651)
